x_des,y_des,psi_des
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.477115745722963780e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.476768143460966520e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.476344033594835015e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.475827393453862602e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.472131812738506351e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.472131812738506351e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.468977318546445421e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.466776087843930654e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.466776087843930654e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.465018850313576149e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.464864360061966853e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.464897130828651139e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.464961059504321650e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.465023885554965322e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.465023885554965322e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.465023885554965322e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.465186830988296940e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.465186830988296940e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.467769896241517991e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.468630809719703834e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.468630809719703834e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.468630809719703834e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.471450279804149108e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.476279897092368287e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.477972068519719073e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.477972068519719073e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.477972068519719073e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.480756255602037719e+00
-2.299999988079071134e+00,-1.799999982118606567e+00,-2.480756255602037719e+00
