x_des,y_des,psi_des
3.547252535527735340e+00,-4.619341414945108415e-01,-4.903369597685950376e-01
3.547252535527735340e+00,-4.619341414945108415e-01,-4.908807108273990361e-01
3.547252535527735340e+00,-4.619341414945108415e-01,-4.976122136860850476e-01
3.547252535527735340e+00,-4.619341414945108415e-01,-5.019876922845947220e-01
3.549307903372575623e+00,-7.119256922777771335e-01,-1.353911313465166799e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.382423900207756962e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.399670027898745506e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.423776995055430872e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.439235335178843611e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.463603351088499593e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.484602959492285823e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.504746264985973747e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.517755668036855354e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.534495862473667982e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.543415607353267438e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.551712497062951446e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.554229300627391730e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.558664734180649436e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.564066859450123692e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.568464771600590391e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.570721483941055263e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.570379134922512909e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.569457441832670552e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.567568211506458198e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.568048534075940248e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.565329209318568005e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.566150084393648445e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.562880751569978521e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.562615922850142169e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.564488215181051523e+00
3.549307903372575623e+00,-7.119256922777771335e-01,-1.565494263904729344e+00
